School.Year,District.Code,District,School.Code,Organization,Assessment.Name,ContentArea,Race,Gender,Grade,SpecialDemo,Geography,SubGroup,RowStatus,Tested,Proficient,PctProficient,ScaleScoreAvg
2021,32,Red Clay Consolidated School District,284,Conrad Schools of Science,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non-Homeless,All Students,White/Female/8th Grade/Non-Homeless,REPORTED,22,15,68.18,2623.23
2021,32,Red Clay Consolidated School District,284,Conrad Schools of Science,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non Low-Income,All Students,White/Female/8th Grade/Non Low-Income,REPORTED,20,13,65,2614.8
2021,32,Red Clay Consolidated School District,284,Conrad Schools of Science,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non-SWD,All Students,White/Female/8th Grade/Non-SWD,REPORTED,22,15,68.18,2623.23
2021,32,Red Clay Consolidated School District,284,Conrad Schools of Science,Smarter Balanced Summative Assessment,MATH,White,Male,6th Grade,Non-EL Students,All Students,White/Male/6th Grade/Non-EL Students,REPORTED,37,14,37.84,2533.78
2021,32,Red Clay Consolidated School District,284,Conrad Schools of Science,Smarter Balanced Summative Assessment,MATH,White,Male,6th Grade,Non-Foster Care,All Students,White/Male/6th Grade/Non-Foster Care,REPORTED,37,14,37.84,2533.78
2021,32,Red Clay Consolidated School District,284,Conrad Schools of Science,Smarter Balanced Summative Assessment,MATH,White,Male,6th Grade,Non-Homeless,All Students,White/Male/6th Grade/Non-Homeless,REPORTED,37,14,37.84,2533.78
2021,32,Red Clay Consolidated School District,284,Conrad Schools of Science,Smarter Balanced Summative Assessment,MATH,White,Male,6th Grade,Non Low-Income,All Students,White/Male/6th Grade/Non Low-Income,REPORTED,34,14,41.18,2537.26
2021,32,Red Clay Consolidated School District,284,Conrad Schools of Science,Smarter Balanced Summative Assessment,MATH,White,Male,6th Grade,Non-SWD,All Students,White/Male/6th Grade/Non-SWD,REPORTED,33,14,42.42,2549.94
2021,32,Red Clay Consolidated School District,284,Conrad Schools of Science,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non-EL Students,All Students,White/Male/7th Grade/Non-EL Students,REPORTED,28,11,39.29,2548.93
2021,32,Red Clay Consolidated School District,284,Conrad Schools of Science,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non-Foster Care,All Students,White/Male/7th Grade/Non-Foster Care,REPORTED,29,12,41.38,2550.14
2021,32,Red Clay Consolidated School District,284,Conrad Schools of Science,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non-Homeless,All Students,White/Male/7th Grade/Non-Homeless,REPORTED,29,12,41.38,2550.14
2021,32,Red Clay Consolidated School District,284,Conrad Schools of Science,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non Low-Income,All Students,White/Male/7th Grade/Non Low-Income,REPORTED,27,11,40.74,2551.41
2021,32,Red Clay Consolidated School District,284,Conrad Schools of Science,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non-SWD,All Students,White/Male/7th Grade/Non-SWD,REPORTED,25,12,48,2565.08
2021,32,Red Clay Consolidated School District,284,Conrad Schools of Science,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non-EL Students,All Students,White/Male/8th Grade/Non-EL Students,REPORTED,24,11,45.83,2587.92
2021,32,Red Clay Consolidated School District,284,Conrad Schools of Science,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non-Foster Care,All Students,White/Male/8th Grade/Non-Foster Care,REPORTED,24,11,45.83,2587.92
2021,32,Red Clay Consolidated School District,284,Conrad Schools of Science,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non-Homeless,All Students,White/Male/8th Grade/Non-Homeless,REPORTED,24,11,45.83,2587.92
2021,32,Red Clay Consolidated School District,284,Conrad Schools of Science,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non Low-Income,All Students,White/Male/8th Grade/Non Low-Income,REPORTED,21,10,47.62,2589.24
2021,32,Red Clay Consolidated School District,284,Conrad Schools of Science,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non-SWD,All Students,White/Male/8th Grade/Non-SWD,REPORTED,23,11,47.83,2588.35
2021,32,Red Clay Consolidated School District,286,Calloway (Cab) School of the Arts,Smarter Balanced Summative Assessment,MATH,White,Female,6th Grade,Non-EL Students,All Students,White/Female/6th Grade/Non-EL Students,REPORTED,35,17,48.57,2549.14
2021,32,Red Clay Consolidated School District,286,Calloway (Cab) School of the Arts,Smarter Balanced Summative Assessment,MATH,White,Female,6th Grade,Non-Foster Care,All Students,White/Female/6th Grade/Non-Foster Care,REPORTED,35,17,48.57,2549.14
2021,32,Red Clay Consolidated School District,286,Calloway (Cab) School of the Arts,Smarter Balanced Summative Assessment,MATH,White,Female,6th Grade,Non-Homeless,All Students,White/Female/6th Grade/Non-Homeless,REPORTED,35,17,48.57,2549.14
2021,32,Red Clay Consolidated School District,286,Calloway (Cab) School of the Arts,Smarter Balanced Summative Assessment,MATH,White,Female,6th Grade,Non Low-Income,All Students,White/Female/6th Grade/Non Low-Income,REPORTED,34,16,47.06,2549.03
2021,32,Red Clay Consolidated School District,286,Calloway (Cab) School of the Arts,Smarter Balanced Summative Assessment,MATH,White,Female,6th Grade,Non-SWD,All Students,White/Female/6th Grade/Non-SWD,REPORTED,32,17,53.13,2563.5
2021,32,Red Clay Consolidated School District,286,Calloway (Cab) School of the Arts,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non-EL Students,All Students,White/Female/7th Grade/Non-EL Students,REPORTED,27,12,44.44,2539.48
2021,32,Red Clay Consolidated School District,286,Calloway (Cab) School of the Arts,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non-Foster Care,All Students,White/Female/7th Grade/Non-Foster Care,REPORTED,28,12,42.86,2539.36
2021,32,Red Clay Consolidated School District,286,Calloway (Cab) School of the Arts,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non-Homeless,All Students,White/Female/7th Grade/Non-Homeless,REPORTED,28,12,42.86,2539.36
2021,32,Red Clay Consolidated School District,286,Calloway (Cab) School of the Arts,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non Low-Income,All Students,White/Female/7th Grade/Non Low-Income,REPORTED,26,11,42.31,2533.96
2021,32,Red Clay Consolidated School District,286,Calloway (Cab) School of the Arts,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non-SWD,All Students,White/Female/7th Grade/Non-SWD,REPORTED,27,12,44.44,2543
2021,32,Red Clay Consolidated School District,286,Calloway (Cab) School of the Arts,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non-EL Students,All Students,White/Female/8th Grade/Non-EL Students,REPORTED,23,9,39.13,2552.7
2021,32,Red Clay Consolidated School District,286,Calloway (Cab) School of the Arts,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non-Foster Care,All Students,White/Female/8th Grade/Non-Foster Care,REPORTED,23,9,39.13,2552.7
2021,32,Red Clay Consolidated School District,286,Calloway (Cab) School of the Arts,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non-Homeless,All Students,White/Female/8th Grade/Non-Homeless,REPORTED,23,9,39.13,2552.7
2021,32,Red Clay Consolidated School District,286,Calloway (Cab) School of the Arts,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non Low-Income,All Students,White/Female/8th Grade/Non Low-Income,REPORTED,23,9,39.13,2552.7
2021,32,Red Clay Consolidated School District,286,Calloway (Cab) School of the Arts,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non-SWD,All Students,White/Female/8th Grade/Non-SWD,REPORTED,20,9,45,2560.95
2021,32,Red Clay Consolidated School District,290,Dickinson (John) School,Smarter Balanced Summative Assessment,MATH,White,Male,6th Grade,Non-EL Students,All Students,White/Male/6th Grade/Non-EL Students,REPORTED,19,7,36.84,2526.74
2021,32,Red Clay Consolidated School District,290,Dickinson (John) School,Smarter Balanced Summative Assessment,MATH,White,Male,6th Grade,Non-Foster Care,All Students,White/Male/6th Grade/Non-Foster Care,REPORTED,19,7,36.84,2526.74
2021,32,Red Clay Consolidated School District,290,Dickinson (John) School,Smarter Balanced Summative Assessment,MATH,White,Male,6th Grade,Non-Homeless,All Students,White/Male/6th Grade/Non-Homeless,REPORTED,19,7,36.84,2526.74
2021,32,Red Clay Consolidated School District,290,Dickinson (John) School,Smarter Balanced Summative Assessment,MATH,White,Male,6th Grade,Non Low-Income,All Students,White/Male/6th Grade/Non Low-Income,REPORTED,17,6,35.29,2523.88
2021,32,Red Clay Consolidated School District,290,Dickinson (John) School,Smarter Balanced Summative Assessment,MATH,White,Male,6th Grade,Non-SWD,All Students,White/Male/6th Grade/Non-SWD,REPORTED,15,7,46.67,2545.93
2021,32,Red Clay Consolidated School District,290,Dickinson (John) School,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non-EL Students,All Students,White/Male/7th Grade/Non-EL Students,REPORTED,20,6,30,2506.2
2021,32,Red Clay Consolidated School District,290,Dickinson (John) School,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non-Foster Care,All Students,White/Male/7th Grade/Non-Foster Care,REPORTED,20,6,30,2506.2
2021,32,Red Clay Consolidated School District,290,Dickinson (John) School,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non-Homeless,All Students,White/Male/7th Grade/Non-Homeless,REPORTED,20,6,30,2506.2
2021,32,Red Clay Consolidated School District,290,Dickinson (John) School,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non Low-Income,All Students,White/Male/7th Grade/Non Low-Income,REPORTED,18,6,33.33,2524.56
2021,32,Red Clay Consolidated School District,290,Dickinson (John) School,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non-SWD,All Students,White/Male/7th Grade/Non-SWD,REPORTED,16,6,37.5,2539.56
2021,32,Red Clay Consolidated School District,290,Dickinson (John) School,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non-EL Students,All Students,White/Male/8th Grade/Non-EL Students,REPORTED,20,7,35,2557.25
2021,32,Red Clay Consolidated School District,290,Dickinson (John) School,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non-Foster Care,All Students,White/Male/8th Grade/Non-Foster Care,REPORTED,20,7,35,2557.25
2021,32,Red Clay Consolidated School District,290,Dickinson (John) School,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non-Homeless,All Students,White/Male/8th Grade/Non-Homeless,REPORTED,20,7,35,2557.25
2021,32,Red Clay Consolidated School District,290,Dickinson (John) School,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non Low-Income,All Students,White/Male/8th Grade/Non Low-Income,REPORTED,18,6,33.33,2550.56
2021,32,Red Clay Consolidated School District,290,Dickinson (John) School,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non-SWD,All Students,White/Male/8th Grade/Non-SWD,REPORTED,20,7,35,2557.25
2021,33,Christina School District,0,Christina School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,3rd Grade,Non-EL Students,All Students,Hispanic/Latino/Female/3rd Grade/Non-EL Students,REPORTED,38,8,21.05,2378.87
2021,33,Christina School District,0,Christina School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,3rd Grade,Non-Foster Care,All Students,Hispanic/Latino/Female/3rd Grade/Non-Foster Care,REPORTED,79,12,15.19,2370.29
2021,33,Christina School District,0,Christina School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,3rd Grade,Non-Homeless,All Students,Hispanic/Latino/Female/3rd Grade/Non-Homeless,REPORTED,79,12,15.19,2370.29
2021,33,Christina School District,0,Christina School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,3rd Grade,Non Low-Income,All Students,Hispanic/Latino/Female/3rd Grade/Non Low-Income,REPORTED,47,10,21.28,2381.55
2021,33,Christina School District,0,Christina School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,3rd Grade,Non-SWD,All Students,Hispanic/Latino/Female/3rd Grade/Non-SWD,REPORTED,67,12,17.91,2387.48
2021,33,Christina School District,0,Christina School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,4th Grade,Non-EL Students,All Students,Hispanic/Latino/Female/4th Grade/Non-EL Students,REPORTED,28,8,28.57,2440.04
2021,33,Christina School District,0,Christina School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,4th Grade,Non-Foster Care,All Students,Hispanic/Latino/Female/4th Grade/Non-Foster Care,REPORTED,77,15,19.48,2408.01
2021,33,Christina School District,0,Christina School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,4th Grade,Non-Homeless,All Students,Hispanic/Latino/Female/4th Grade/Non-Homeless,REPORTED,75,15,20,2409.25
2021,33,Christina School District,0,Christina School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,4th Grade,Non Low-Income,All Students,Hispanic/Latino/Female/4th Grade/Non Low-Income,REPORTED,50,11,22,2410.62
2021,33,Christina School District,0,Christina School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,4th Grade,Non-SWD,All Students,Hispanic/Latino/Female/4th Grade/Non-SWD,REPORTED,66,15,22.73,2424.77
2021,33,Christina School District,0,Christina School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,5th Grade,Non-EL Students,All Students,Hispanic/Latino/Female/5th Grade/Non-EL Students,REPORTED,30,6,20,2455.23
2021,33,Christina School District,0,Christina School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,5th Grade,Non-Foster Care,All Students,Hispanic/Latino/Female/5th Grade/Non-Foster Care,REPORTED,94,16,17.02,2441.39
2021,33,Christina School District,0,Christina School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,5th Grade,Non-Homeless,All Students,Hispanic/Latino/Female/5th Grade/Non-Homeless,REPORTED,90,15,16.67,2443.61
2021,33,Christina School District,0,Christina School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,5th Grade,Non Low-Income,All Students,Hispanic/Latino/Female/5th Grade/Non Low-Income,REPORTED,66,12,18.18,2454.44
2021,33,Christina School District,0,Christina School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,5th Grade,Non-SWD,All Students,Hispanic/Latino/Female/5th Grade/Non-SWD,REPORTED,82,16,19.51,2455.54
2021,33,Christina School District,0,Christina School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,7th Grade,Non-Foster Care,All Students,Hispanic/Latino/Female/7th Grade/Non-Foster Care,REPORTED,49,5,10.2,2449.18
2021,33,Christina School District,0,Christina School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,7th Grade,Non-Homeless,All Students,Hispanic/Latino/Female/7th Grade/Non-Homeless,REPORTED,47,5,10.64,2453.85
2021,33,Christina School District,0,Christina School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,7th Grade,Non-SWD,All Students,Hispanic/Latino/Female/7th Grade/Non-SWD,REPORTED,38,5,13.16,2472.68
2021,33,Christina School District,0,Christina School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Male,3rd Grade,Active EL Students,All Students,Hispanic/Latino/Male/3rd Grade/Active EL Students,REPORTED,61,8,13.11,2350.75
2021,33,Christina School District,0,Christina School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Male,3rd Grade,Non-EL Students,All Students,Hispanic/Latino/Male/3rd Grade/Non-EL Students,REPORTED,38,5,13.16,2373.05
2021,33,Christina School District,0,Christina School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Male,3rd Grade,Non-Foster Care,All Students,Hispanic/Latino/Male/3rd Grade/Non-Foster Care,REPORTED,103,17,16.5,2364.94
2021,33,Christina School District,0,Christina School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Male,3rd Grade,Non-Homeless,All Students,Hispanic/Latino/Male/3rd Grade/Non-Homeless,REPORTED,100,17,17,2367.84
2021,33,Christina School District,0,Christina School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Male,3rd Grade,Non Low-Income,All Students,Hispanic/Latino/Male/3rd Grade/Non Low-Income,REPORTED,57,14,24.56,2370.89
2021,33,Christina School District,0,Christina School District,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Male,3rd Grade,Non-SWD,All Students,Hispanic/Latino/Male/3rd Grade/Non-SWD,REPORTED,75,13,17.33,2378.17
